#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C10036	18
RL|S1|C10150	18
RL|S1|C10363	18
RL|S1|C10477	18
RL|S1|C10597	18
RL|S1|C11042	18
RL|S1|C11071	18
RL|S1|C11425	18
RL|S1|C11548	18
RL|S1|C11936	18
RL|S1|C12068	18
RL|S1|C12257	18
RL|S1|C12266	18
RL|S1|C12348	18
RL|S1|C12505	18
RL|S1|C12965	18
RL|S1|C12983	18
RL|S1|C12990	18
RL|S1|C13230	18
RL|S1|C13372	18
RL|S1|C13498	18
RL|S1|C13688	18
RL|S1|C13740	18
RL|S1|C14125	18
RL|S1|C14150	18
RL|S1|C14190	18
RL|S1|C14225	18
RL|S1|C14296	18
RL|S1|C14332	18
RL|S1|C14419	18
RL|S1|C14595	18
RL|S1|C14603	18
RL|S1|C14711	18
RL|S1|C14761	18
RL|S1|C15402	18
RL|S1|C15894	18
RL|S1|C16113	18
RL|S1|C16648	18
RL|S1|C16837	18
RL|S1|C17794	18
RL|S1|C17861	18
RL|S1|C18204	18
RL|S1|C18712	18
RL|S1|C18820	18
RL|S1|C19442	18
RL|S1|C19495	18
RL|S1|C60	19
RL|S1|C748	19
RL|S1|C1037	19
RL|S1|C1501	19
RL|S1|C3049	19
RL|S1|C4203	19
RL|S1|C4500	19
RL|S1|C5063	19
RL|S1|C6814	19
RL|S1|C7010	19
RL|S1|C7474	19
RL|S1|C7565	19
RL|S1|C8001	19
RL|S1|C8023	19
RL|S1|C8602	19
RL|S1|C9292	19
RL|S1|C9347	19
RL|S1|C9671	19
RL|S1|C10438	19
RL|S1|C10727	19
RL|S1|C12411	19
RL|S1|C13979	19
RL|S1|C14507	19
RL|S1|C14989	19
RL|S1|C15238	19
RL|S1|C16600	19
RL|S1|C17673	19
RL|S1|C702	2
RL|S1|C1203	2
RL|S1|C1928	2
RL|S1|C2337	2
RL|S1|C4627	2
RL|S1|C6305	2
RL|S1|C6571	2
RL|S1|C7390	2
RL|S1|C9605	2
RL|S1|C10560	2
RL|S1|C13546	2
RL|S1|C18596	2
RL|S1|C157	20
RL|S1|C441	20
RL|S1|C573	20
RL|S1|C696	20
RL|S1|C737	20
RL|S1|C800	20
RL|S1|C1783	20
RL|S1|C1792	20
RL|S1|C2166	20
RL|S1|C2246	20
RL|S1|C2825	20
RL|S1|C3113	20
RL|S1|C3440	20
RL|S1|C3629	20
RL|S1|C3746	20
RL|S1|C3823	20
RL|S1|C3907	20
RL|S1|C4239	20
RL|S1|C4287	20
RL|S1|C4515	20
RL|S1|C4589	20
RL|S1|C4639	20
RL|S1|C4774	20
RL|S1|C4944	20
RL|S1|C5110	20
RL|S1|C5781	20
RL|S1|C6484	20
RL|S1|C6959	20
RL|S1|C7032	20
RL|S1|C7462	20
RL|S1|C7666	20
RL|S1|C7778	20
RL|S1|C7939	20
RL|S1|C8144	20
RL|S1|C8368	20
RL|S1|C8717	20
RL|S1|C8893	20
RL|S1|C9297	20
RL|S1|C9336	20
RL|S1|C9555	20
RL|S1|C10692	20
RL|S1|C10799	20
RL|S1|C10854	20
RL|S1|C11044	20
RL|S1|C11458	20
RL|S1|C11705	20
RL|S1|C12166	20
RL|S1|C12231	20
RL|S1|C12247	20
RL|S1|C12251	20
RL|S1|C13288	20
RL|S1|C13481	20
RL|S1|C13545	20
RL|S1|C13613	20
RL|S1|C13832	20
RL|S1|C13931	20
RL|S1|C14360	20
RL|S1|C14533	20
RL|S1|C14746	20
RL|S1|C14933	20
RL|S1|C15179	20
RL|S1|C15213	20
RL|S1|C15724	20
RL|S1|C16075	20
RL|S1|C16316	20
RL|S1|C16993	20
RL|S1|C17318	20
RL|S1|C18561	20
RL|S1|C18702	20
RL|S1|C19021	20
RL|S1|C19338	20
RL|S1|C17	21
RL|S1|C23	21
RL|S1|C49	21
RL|S1|C61	21
RL|S1|C82	21
RL|S1|C85	21
RL|S1|C90	21
RL|S1|C92	21
RL|S1|C105	21
RL|S1|C108	21
RL|S1|C139	21
RL|S1|C156	21
RL|S1|C178	21
RL|S1|C201	21
RL|S1|C202	21
RL|S1|C214	21
RL|S1|C231	21
RL|S1|C237	21
RL|S1|C244	21
RL|S1|C247	21
RL|S1|C283	21
RL|S1|C287	21
RL|S1|C291	21
RL|S1|C292	21
RL|S1|C293	21
RL|S1|C295	21
RL|S1|C300	21
RL|S1|C316	21
RL|S1|C334	21
RL|S1|C384	21
RL|S1|C410	21
RL|S1|C439	21
RL|S1|C443	21
RL|S1|C444	21
RL|S1|C445	21
RL|S1|C446	21
RL|S1|C447	21
RL|S1|C456	21
RL|S1|C462	21
RL|S1|C463	21
RL|S1|C466	21
RL|S1|C490	21
RL|S1|C493	21
RL|S1|C507	21
RL|S1|C511	21
RL|S1|C519	21
RL|S1|C547	21
RL|S1|C549	21
RL|S1|C550	21
RL|S1|C596	21
RL|S1|C604	21
RL|S1|C605	21
RL|S1|C612	21
RL|S1|C626	21
RL|S1|C629	21
RL|S1|C636	21
RL|S1|C675	21
RL|S1|C681	21
RL|S1|C689	21
RL|S1|C690	21
RL|S1|C735	21
RL|S1|C739	21
RL|S1|C743	21
RL|S1|C747	21
RL|S1|C772	21
RL|S1|C785	21
RL|S1|C790	21
RL|S1|C793	21
RL|S1|C799	21
RL|S1|C807	21
RL|S1|C816	21
RL|S1|C850	21
RL|S1|C854	21
RL|S1|C873	21
RL|S1|C877	21
RL|S1|C884	21
RL|S1|C885	21
RL|S1|C888	21
RL|S1|C890	21
RL|S1|C897	21
RL|S1|C900	21
RL|S1|C901	21
RL|S1|C931	21
RL|S1|C944	21
RL|S1|C950	21
RL|S1|C964	21
RL|S1|C970	21
RL|S1|C977	21
RL|S1|C982	21
RL|S1|C1000	21
RL|S1|C1006	21
RL|S1|C1022	21
RL|S1|C1026	21
RL|S1|C1044	21
RL|S1|C1051	21
RL|S1|C1053	21
RL|S1|C1062	21
RL|S1|C1064	21
RL|S1|C1070	21
RL|S1|C1075	21
RL|S1|C1088	21
RL|S1|C1091	21
RL|S1|C1109	21
RL|S1|C1123	21
RL|S1|C1160	21
RL|S1|C1169	21
RL|S1|C1183	21
RL|S1|C1187	21
RL|S1|C1193	21
RL|S1|C1220	21
RL|S1|C1223	21
RL|S1|C1232	21
RL|S1|C1245	21
RL|S1|C1263	21
RL|S1|C1282	21
RL|S1|C1300	21
RL|S1|C1337	21
RL|S1|C1354	21
RL|S1|C1378	21
RL|S1|C1381	21
RL|S1|C1408	21
RL|S1|C1415	21
RL|S1|C1420	21
RL|S1|C1462	21
RL|S1|C1472	21
RL|S1|C1480	21
RL|S1|C1481	21
RL|S1|C1485	21
RL|S1|C1497	21
RL|S1|C1502	21
RL|S1|C1562	21
RL|S1|C1565	21
RL|S1|C1570	21
RL|S1|C1579	21
RL|S1|C1588	21
RL|S1|C1604	21
RL|S1|C1621	21
RL|S1|C1629	21
RL|S1|C1631	21
RL|S1|C1633	21
RL|S1|C1635	21
RL|S1|C1638	21
RL|S1|C1647	21
RL|S1|C1657	21
RL|S1|C1675	21
RL|S1|C1701	21
RL|S1|C1703	21
RL|S1|C1704	21
RL|S1|C1710	21
RL|S1|C1730	21
RL|S1|C1738	21
RL|S1|C1788	21
RL|S1|C1807	21
RL|S1|C1808	21
RL|S1|C1814	21
RL|S1|C1820	21
RL|S1|C1840	21
RL|S1|C1847	21
RL|S1|C1873	21
RL|S1|C1877	21
RL|S1|C1878	21
RL|S1|C1886	21
RL|S1|C1895	21
RL|S1|C1917	21
RL|S1|C1924	21
RL|S1|C1937	21
RL|S1|C1944	21
RL|S1|C1954	21
RL|S1|C1968	21
RL|S1|C1976	21
RL|S1|C1980	21
RL|S1|C1983	21
RL|S1|C2000	21
RL|S1|C2005	21
RL|S1|C2017	21
RL|S1|C2026	21
RL|S1|C2027	21
RL|S1|C2028	21
RL|S1|C2033	21
RL|S1|C2045	21
RL|S1|C2068	21
RL|S1|C2077	21
RL|S1|C2080	21
RL|S1|C2106	21
RL|S1|C2108	21
RL|S1|C2110	21
RL|S1|C2121	21
RL|S1|C2132	21
RL|S1|C2154	21
RL|S1|C2176	21
RL|S1|C2201	21
RL|S1|C2203	21
RL|S1|C2219	21
RL|S1|C2243	21
RL|S1|C2260	21
RL|S1|C2299	21
RL|S1|C2302	21
RL|S1|C2309	21
RL|S1|C2326	21
RL|S1|C2342	21
RL|S1|C2387	21
RL|S1|C2404	21
RL|S1|C2411	21
RL|S1|C2440	21
RL|S1|C2454	21
RL|S1|C2504	21
RL|S1|C2516	21
RL|S1|C2517	21
RL|S1|C2545	21
RL|S1|C2551	21
RL|S1|C2558	21
RL|S1|C2569	21
RL|S1|C2581	21
RL|S1|C2583	21
RL|S1|C2584	21
RL|S1|C2588	21
RL|S1|C2616	21
RL|S1|C2626	21
RL|S1|C2634	21
RL|S1|C2640	21
RL|S1|C2675	21
RL|S1|C2679	21
RL|S1|C2689	21
RL|S1|C2692	21
RL|S1|C2699	21
RL|S1|C2707	21
RL|S1|C2720	21
RL|S1|C2732	21
RL|S1|C2735	21
RL|S1|C2760	21
RL|S1|C2776	21
RL|S1|C2777	21
RL|S1|C2790	21
RL|S1|C2799	21
RL|S1|C2871	21
RL|S1|C2873	21
RL|S1|C2903	21
RL|S1|C2911	21
RL|S1|C2933	21
RL|S1|C2936	21
RL|S1|C2948	21
RL|S1|C2965	21
RL|S1|C2975	21
RL|S1|C2981	21
RL|S1|C2991	21
RL|S1|C2999	21
RL|S1|C3004	21
RL|S1|C3007	21
RL|S1|C3026	21
RL|S1|C3061	21
RL|S1|C3072	21
RL|S1|C3074	21
RL|S1|C3093	21
RL|S1|C3098	21
RL|S1|C3112	21
RL|S1|C3116	21
RL|S1|C3121	21
RL|S1|C3141	21
RL|S1|C3155	21
RL|S1|C3166	21
RL|S1|C3169	21
RL|S1|C3172	21
RL|S1|C3190	21
RL|S1|C3211	21
RL|S1|C3224	21
RL|S1|C3237	21
RL|S1|C3260	21
RL|S1|C3330	21
RL|S1|C3344	21
RL|S1|C3356	21
RL|S1|C3366	21
RL|S1|C3396	21
RL|S1|C3407	21
RL|S1|C3424	21
RL|S1|C3437	21
RL|S1|C3446	21
RL|S1|C3502	21
RL|S1|C3514	21
RL|S1|C3542	21
RL|S1|C3547	21
RL|S1|C3575	21
RL|S1|C3614	21
RL|S1|C3666	21
RL|S1|C3673	21
RL|S1|C3675	21
RL|S1|C3676	21
RL|S1|C3692	21
RL|S1|C3720	21
RL|S1|C3747	21
RL|S1|C3800	21
RL|S1|C3843	21
RL|S1|C3845	21
RL|S1|C3846	21
RL|S1|C3856	21
RL|S1|C3859	21
RL|S1|C3882	21
RL|S1|C3923	21
RL|S1|C3935	21
RL|S1|C3937	21
RL|S1|C3946	21
RL|S1|C3959	21
RL|S1|C3970	21
RL|S1|C3975	21
RL|S1|C3976	21
RL|S1|C3982	21
RL|S1|C3994	21
RL|S1|C3997	21
RL|S1|C4035	21
RL|S1|C4045	21
RL|S1|C4082	21
RL|S1|C4091	21
RL|S1|C4106	21
RL|S1|C4107	21
RL|S1|C4112	21
RL|S1|C4116	21
RL|S1|C4127	21
RL|S1|C4131	21
RL|S1|C4142	21
RL|S1|C4150	21
RL|S1|C4161	21
RL|S1|C4197	21
RL|S1|C4213	21
RL|S1|C4214	21
RL|S1|C4225	21
RL|S1|C4236	21
RL|S1|C4281	21
RL|S1|C4298	21
RL|S1|C4299	21
RL|S1|C4327	21
RL|S1|C4348	21
RL|S1|C4352	21
RL|S1|C4363	21
RL|S1|C4367	21
RL|S1|C4375	21
RL|S1|C4379	21
RL|S1|C4380	21
RL|S1|C4382	21
RL|S1|C4398	21
RL|S1|C4436	21
RL|S1|C4458	21
RL|S1|C4471	21
RL|S1|C4473	21
RL|S1|C4489	21
RL|S1|C4496	21
RL|S1|C4516	21
RL|S1|C4519	21
RL|S1|C4525	21
RL|S1|C4544	21
RL|S1|C4548	21
RL|S1|C4565	21
RL|S1|C4570	21
RL|S1|C4583	21
RL|S1|C4604	21
RL|S1|C4610	21
RL|S1|C4625	21
RL|S1|C4629	21
RL|S1|C4646	21
RL|S1|C4655	21
RL|S1|C4659	21
RL|S1|C4667	21
RL|S1|C4694	21
RL|S1|C4696	21
RL|S1|C4705	21
RL|S1|C4741	21
RL|S1|C4745	21
RL|S1|C4751	21
RL|S1|C4762	21
RL|S1|C4767	21
RL|S1|C4776	21
RL|S1|C4780	21
RL|S1|C4781	21
RL|S1|C4794	21
RL|S1|C4796	21
RL|S1|C4801	21
RL|S1|C4814	21
RL|S1|C4818	21
RL|S1|C4820	21
RL|S1|C4824	21
RL|S1|C4836	21
RL|S1|C4844	21
RL|S1|C4886	21
RL|S1|C4888	21
RL|S1|C4916	21
RL|S1|C4932	21
RL|S1|C4959	21
RL|S1|C4985	21
RL|S1|C5006	21
RL|S1|C5009	21
RL|S1|C5028	21
RL|S1|C5036	21
RL|S1|C5062	21
RL|S1|C5074	21
RL|S1|C5112	21
RL|S1|C5125	21
RL|S1|C5137	21
RL|S1|C5167	21
RL|S1|C5184	21
RL|S1|C5238	21
RL|S1|C5261	21
RL|S1|C5282	21
RL|S1|C5283	21
RL|S1|C5292	21
RL|S1|C5324	21
RL|S1|C5338	21
RL|S1|C5345	21
RL|S1|C5352	21
RL|S1|C5362	21
RL|S1|C5378	21
RL|S1|C5382	21
RL|S1|C5404	21
RL|S1|C5412	21
RL|S1|C5418	21
RL|S1|C5429	21
RL|S1|C5446	21
RL|S1|C5462	21
RL|S1|C5477	21
RL|S1|C5496	21
RL|S1|C5500	21
RL|S1|C5509	21
RL|S1|C5513	21
RL|S1|C5520	21
RL|S1|C5528	21
RL|S1|C5530	21
RL|S1|C5593	21
RL|S1|C5597	21
RL|S1|C5599	21
RL|S1|C5603	21
RL|S1|C5610	21
RL|S1|C5617	21
RL|S1|C5628	21
RL|S1|C5629	21
RL|S1|C5637	21
RL|S1|C5657	21
RL|S1|C5666	21
RL|S1|C5683	21
RL|S1|C5694	21
RL|S1|C5698	21
RL|S1|C5722	21
RL|S1|C5727	21
RL|S1|C5746	21
RL|S1|C5758	21
RL|S1|C5776	21
RL|S1|C5803	21
RL|S1|C5807	21
RL|S1|C5816	21
RL|S1|C5819	21
RL|S1|C5827	21
RL|S1|C5836	21
RL|S1|C5846	21
RL|S1|C5857	21
RL|S1|C5867	21
RL|S1|C5890	21
RL|S1|C5906	21
RL|S1|C5913	21
RL|S1|C5918	21
RL|S1|C5923	21
RL|S1|C5934	21
RL|S1|C5943	21
RL|S1|C5979	21
RL|S1|C5987	21
RL|S1|C6009	21
RL|S1|C6020	21
RL|S1|C6032	21
RL|S1|C6039	21
RL|S1|C6068	21
RL|S1|C6085	21
RL|S1|C6086	21
RL|S1|C6103	21
RL|S1|C6116	21
RL|S1|C6117	21
RL|S1|C6161	21
RL|S1|C6164	21
RL|S1|C6169	21
RL|S1|C6185	21
RL|S1|C6196	21
RL|S1|C6197	21
RL|S1|C6218	21
RL|S1|C6228	21
RL|S1|C6232	21
RL|S1|C6237	21
RL|S1|C6242	21
RL|S1|C6253	21
RL|S1|C6254	21
RL|S1|C6270	21
RL|S1|C6327	21
RL|S1|C6333	21
RL|S1|C6348	21
RL|S1|C6349	21
RL|S1|C6350	21
RL|S1|C6379	21
RL|S1|C6391	21
RL|S1|C6423	21
RL|S1|C6429	21
RL|S1|C6438	21
RL|S1|C6440	21
RL|S1|C6457	21
RL|S1|C6481	21
RL|S1|C6493	21
RL|S1|C6503	21
RL|S1|C6514	21
RL|S1|C6525	21
RL|S1|C6560	21
RL|S1|C6561	21
RL|S1|C6583	21
RL|S1|C6592	21
RL|S1|C6596	21
RL|S1|C6614	21
RL|S1|C6626	21
RL|S1|C6634	21
RL|S1|C6636	21
RL|S1|C6665	21
RL|S1|C6670	21
RL|S1|C6690	21
RL|S1|C6711	21
RL|S1|C6714	21
RL|S1|C6721	21
RL|S1|C6724	21
RL|S1|C6726	21
RL|S1|C6753	21
RL|S1|C6789	21
RL|S1|C6806	21
RL|S1|C6816	21
RL|S1|C6827	21
RL|S1|C6841	21
RL|S1|C6885	21
RL|S1|C6905	21
RL|S1|C6908	21
RL|S1|C6923	21
RL|S1|C6927	21
RL|S1|C6934	21
RL|S1|C6938	21
RL|S1|C6940	21
RL|S1|C6942	21
RL|S1|C6962	21
RL|S1|C6983	21
RL|S1|C6989	21
RL|S1|C6993	21
RL|S1|C6994	21
RL|S1|C7024	21
RL|S1|C7033	21
RL|S1|C7077	21
RL|S1|C7081	21
RL|S1|C7102	21
RL|S1|C7119	21
RL|S1|C7121	21
RL|S1|C7122	21
RL|S1|C7124	21
RL|S1|C7129	21
RL|S1|C7136	21
RL|S1|C7159	21
RL|S1|C7181	21
RL|S1|C7183	21
RL|S1|C7188	21
RL|S1|C7189	21
RL|S1|C7213	21
RL|S1|C7216	21
RL|S1|C7219	21
RL|S1|C7227	21
RL|S1|C7243	21
RL|S1|C7249	21
RL|S1|C7268	21
RL|S1|C7317	21
RL|S1|C7321	21
RL|S1|C7323	21
RL|S1|C7338	21
RL|S1|C7349	21
RL|S1|C7362	21
RL|S1|C7384	21
RL|S1|C7416	21
RL|S1|C7448	21
RL|S1|C7460	21
RL|S1|C7471	21
RL|S1|C7494	21
RL|S1|C7536	21
RL|S1|C7538	21
RL|S1|C7546	21
RL|S1|C7549	21
RL|S1|C7559	21
RL|S1|C7562	21
RL|S1|C7579	21
RL|S1|C7665	21
RL|S1|C7667	21
RL|S1|C7686	21
RL|S1|C7698	21
RL|S1|C7703	21
RL|S1|C7716	21
RL|S1|C7723	21
RL|S1|C7725	21
RL|S1|C7726	21
RL|S1|C7730	21
RL|S1|C7790	21
RL|S1|C7793	21
RL|S1|C7817	21
RL|S1|C7839	21
RL|S1|C7845	21
RL|S1|C7858	21
RL|S1|C7926	21
RL|S1|C7936	21
RL|S1|C7944	21
RL|S1|C7964	21
RL|S1|C7983	21
RL|S1|C8030	21
RL|S1|C8032	21
RL|S1|C8072	21
RL|S1|C8080	21
RL|S1|C8109	21
RL|S1|C8123	21
RL|S1|C8138	21
RL|S1|C8142	21
RL|S1|C8152	21
RL|S1|C8168	21
RL|S1|C8192	21
RL|S1|C8210	21
RL|S1|C8237	21
RL|S1|C8241	21
RL|S1|C8252	21
RL|S1|C8263	21
RL|S1|C8276	21
RL|S1|C8280	21
RL|S1|C8281	21
RL|S1|C8289	21
RL|S1|C8297	21
RL|S1|C8310	21
RL|S1|C8311	21
RL|S1|C8314	21
RL|S1|C8319	21
RL|S1|C8321	21
RL|S1|C8333	21
RL|S1|C8347	21
RL|S1|C8354	21
RL|S1|C8381	21
RL|S1|C8399	21
RL|S1|C8427	21
RL|S1|C8435	21
RL|S1|C8460	21
RL|S1|C8465	21
RL|S1|C8466	21
RL|S1|C8473	21
RL|S1|C8508	21
RL|S1|C8509	21
RL|S1|C8511	21
RL|S1|C8525	21
RL|S1|C8527	21
RL|S1|C8584	21
RL|S1|C8585	21
RL|S1|C8593	21
RL|S1|C8598	21
RL|S1|C8605	21
RL|S1|C8607	21
RL|S1|C8609	21
RL|S1|C8643	21
RL|S1|C8650	21
RL|S1|C8684	21
RL|S1|C8715	21
RL|S1|C8727	21
RL|S1|C8732	21
RL|S1|C8748	21
RL|S1|C8755	21
RL|S1|C8801	21
RL|S1|C8829	21
RL|S1|C8873	21
RL|S1|C8896	21
RL|S1|C8899	21
RL|S1|C8927	21
RL|S1|C8976	21
RL|S1|C8977	21
RL|S1|C8982	21
RL|S1|C8994	21
RL|S1|C9053	21
RL|S1|C9076	21
RL|S1|C9099	21
RL|S1|C9104	21
RL|S1|C9125	21
RL|S1|C9137	21
RL|S1|C9138	21
RL|S1|C9176	21
RL|S1|C9177	21
RL|S1|C9185	21
RL|S1|C9186	21
RL|S1|C9209	21
RL|S1|C9218	21
RL|S1|C9226	21
RL|S1|C9233	21
RL|S1|C9244	21
RL|S1|C9248	21
RL|S1|C9285	21
RL|S1|C9287	21
RL|S1|C9301	21
RL|S1|C9303	21
RL|S1|C9310	21
RL|S1|C9316	21
RL|S1|C9321	21
RL|S1|C9339	21
RL|S1|C9354	21
RL|S1|C9375	21
RL|S1|C9397	21
RL|S1|C9431	21
RL|S1|C9436	21
RL|S1|C9444	21
RL|S1|C9461	21
RL|S1|C9507	21
RL|S1|C9511	21
RL|S1|C9547	21
RL|S1|C9569	21
RL|S1|C9571	21
RL|S1|C9588	21
RL|S1|C9594	21
RL|S1|C9603	21
RL|S1|C9618	21
RL|S1|C9625	21
RL|S1|C9632	21
RL|S1|C9645	21
RL|S1|C9675	21
RL|S1|C9678	21
RL|S1|C9688	21
RL|S1|C9691	21
RL|S1|C9713	21
RL|S1|C9726	21
RL|S1|C9757	21
RL|S1|C9775	21
RL|S1|C9778	21
RL|S1|C9798	21
RL|S1|C9809	21
RL|S1|C9815	21
RL|S1|C9816	21
RL|S1|C9823	21
RL|S1|C9824	21
RL|S1|C9837	21
RL|S1|C9846	21
RL|S1|C9855	21
RL|S1|C9890	21
RL|S1|C9927	21
RL|S1|C9951	21
RL|S1|C9976	21
RL|S1|C9986	21
RL|S1|C10008	21
RL|S1|C10026	21
RL|S1|C10028	21
RL|S1|C10037	21
RL|S1|C10046	21
RL|S1|C10060	21
RL|S1|C10069	21
RL|S1|C10083	21
RL|S1|C10093	21
RL|S1|C10096	21
RL|S1|C10103	21
RL|S1|C10104	21
RL|S1|C10124	21
RL|S1|C10127	21
RL|S1|C10153	21
RL|S1|C10162	21
RL|S1|C10168	21
RL|S1|C10173	21
RL|S1|C10197	21
RL|S1|C10207	21
RL|S1|C10221	21
RL|S1|C10225	21
RL|S1|C10230	21
RL|S1|C10235	21
RL|S1|C10236	21
RL|S1|C10240	21
RL|S1|C10246	21
RL|S1|C10267	21
RL|S1|C10271	21
RL|S1|C10286	21
RL|S1|C10299	21
RL|S1|C10303	21
RL|S1|C10306	21
RL|S1|C10313	21
RL|S1|C10355	21
RL|S1|C10365	21
RL|S1|C10391	21
RL|S1|C10394	21
RL|S1|C10395	21
RL|S1|C10397	21
RL|S1|C10398	21
RL|S1|C10434	21
RL|S1|C10437	21
RL|S1|C10461	21
RL|S1|C10488	21
RL|S1|C10515	21
RL|S1|C10518	21
RL|S1|C10530	21
RL|S1|C10536	21
RL|S1|C10548	21
RL|S1|C10610	21
RL|S1|C10611	21
RL|S1|C10616	21
RL|S1|C10630	21
RL|S1|C10654	21
RL|S1|C10736	21
RL|S1|C10738	21
RL|S1|C10755	21
RL|S1|C10758	21
RL|S1|C10777	21
RL|S1|C10785	21
RL|S1|C10804	21
RL|S1|C10813	21
RL|S1|C10855	21
RL|S1|C10866	21
RL|S1|C10884	21
RL|S1|C10935	21
RL|S1|C10937	21
RL|S1|C10965	21
RL|S1|C10991	21
RL|S1|C10995	21
RL|S1|C11020	21
RL|S1|C11022	21
RL|S1|C11026	21
RL|S1|C11053	21
RL|S1|C11090	21
RL|S1|C11103	21
RL|S1|C11108	21
RL|S1|C11128	21
RL|S1|C11131	21
RL|S1|C11158	21
RL|S1|C11169	21
RL|S1|C11200	21
RL|S1|C11212	21
RL|S1|C11221	21
RL|S1|C11262	21
RL|S1|C11278	21
RL|S1|C11282	21
RL|S1|C11325	21
RL|S1|C11365	21
RL|S1|C11375	21
RL|S1|C11386	21
RL|S1|C11387	21
RL|S1|C11392	21
RL|S1|C11396	21
RL|S1|C11404	21
RL|S1|C11406	21
RL|S1|C11418	21
RL|S1|C11433	21
RL|S1|C11449	21
RL|S1|C11470	21
RL|S1|C11498	21
RL|S1|C11513	21
RL|S1|C11521	21
RL|S1|C11534	21
RL|S1|C11537	21
RL|S1|C11544	21
RL|S1|C11545	21
RL|S1|C11558	21
RL|S1|C11571	21
RL|S1|C11572	21
RL|S1|C11577	21
RL|S1|C11582	21
RL|S1|C11600	21
RL|S1|C11606	21
RL|S1|C11607	21
RL|S1|C11614	21
RL|S1|C11618	21
RL|S1|C11634	21
RL|S1|C11660	21
RL|S1|C11678	21
RL|S1|C11710	21
RL|S1|C11722	21
RL|S1|C11740	21
RL|S1|C11742	21
RL|S1|C11767	21
RL|S1|C11777	21
RL|S1|C11785	21
RL|S1|C11797	21
RL|S1|C11799	21
RL|S1|C11801	21
RL|S1|C11811	21
RL|S1|C11835	21
RL|S1|C11844	21
RL|S1|C11854	21
RL|S1|C11873	21
RL|S1|C11883	21
RL|S1|C11934	21
RL|S1|C11937	21
RL|S1|C11979	21
RL|S1|C11991	21
RL|S1|C12001	21
RL|S1|C12010	21
RL|S1|C12011	21
RL|S1|C12017	21
RL|S1|C12035	21
RL|S1|C12072	21
RL|S1|C12075	21
RL|S1|C12077	21
RL|S1|C12078	21
RL|S1|C12091	21
RL|S1|C12096	21
RL|S1|C12097	21
RL|S1|C12102	21
RL|S1|C12118	21
RL|S1|C12130	21
RL|S1|C12146	21
RL|S1|C12151	21
RL|S1|C12176	21
RL|S1|C12184	21
RL|S1|C12190	21
RL|S1|C12197	21
RL|S1|C12227	21
RL|S1|C12237	21
RL|S1|C12244	21
RL|S1|C12245	21
RL|S1|C12256	21
RL|S1|C12268	21
RL|S1|C12284	21
RL|S1|C12287	21
RL|S1|C12290	21
RL|S1|C12294	21
RL|S1|C12308	21
RL|S1|C12313	21
RL|S1|C12339	21
RL|S1|C12343	21
RL|S1|C12355	21
RL|S1|C12363	21
RL|S1|C12394	21
RL|S1|C12407	21
RL|S1|C12416	21
RL|S1|C12433	21
RL|S1|C12443	21
RL|S1|C12488	21
RL|S1|C12506	21
RL|S1|C12511	21
RL|S1|C12517	21
RL|S1|C12534	21
RL|S1|C12536	21
RL|S1|C12550	21
RL|S1|C12577	21
RL|S1|C12596	21
RL|S1|C12599	21
RL|S1|C12611	21
RL|S1|C12616	21
RL|S1|C12633	21
RL|S1|C12648	21
RL|S1|C12702	21
RL|S1|C12719	21
RL|S1|C12734	21
RL|S1|C12750	21
RL|S1|C12752	21
RL|S1|C12757	21
RL|S1|C12761	21
RL|S1|C12793	21
RL|S1|C12797	21
RL|S1|C12803	21
RL|S1|C12840	21
RL|S1|C12843	21
RL|S1|C12922	21
RL|S1|C12923	21
RL|S1|C12935	21
RL|S1|C12945	21
RL|S1|C12952	21
RL|S1|C12961	21
RL|S1|C12979	21
RL|S1|C12981	21
RL|S1|C13012	21
RL|S1|C13019	21
RL|S1|C13020	21
RL|S1|C13058	21
RL|S1|C13066	21
RL|S1|C13070	21
RL|S1|C13081	21
RL|S1|C13087	21
RL|S1|C13104	21
RL|S1|C13105	21
RL|S1|C13136	21
RL|S1|C13137	21
RL|S1|C13141	21
RL|S1|C13181	21
RL|S1|C13191	21
RL|S1|C13204	21
RL|S1|C13207	21
RL|S1|C13222	21
RL|S1|C13229	21
RL|S1|C13235	21
RL|S1|C13242	21
RL|S1|C13243	21
RL|S1|C13244	21
RL|S1|C13248	21
RL|S1|C13252	21
RL|S1|C13275	21
RL|S1|C13290	21
RL|S1|C13296	21
RL|S1|C13298	21
RL|S1|C13319	21
RL|S1|C13374	21
RL|S1|C13375	21
RL|S1|C13379	21
RL|S1|C13397	21
RL|S1|C13399	21
RL|S1|C13410	21
RL|S1|C13414	21
RL|S1|C13416	21
RL|S1|C13423	21
RL|S1|C13469	21
RL|S1|C13480	21
RL|S1|C13491	21
RL|S1|C13522	21
RL|S1|C13527	21
RL|S1|C13539	21
RL|S1|C13542	21
RL|S1|C13554	21
RL|S1|C13601	21
RL|S1|C13605	21
RL|S1|C13610	21
RL|S1|C13618	21
RL|S1|C13623	21
RL|S1|C13628	21
RL|S1|C13639	21
RL|S1|C13684	21
RL|S1|C13692	21
RL|S1|C13695	21
RL|S1|C13700	21
RL|S1|C13704	21
RL|S1|C13745	21
RL|S1|C13746	21
RL|S1|C13749	21
